idx,domain,problem,solution,prediction,is_correct,reason
256,Abstract Algebra,"Considerăm progresia aritmetică \(\left(a_{n}\right)_{n \geq 1}, a_{n}=2 n-1, n \in \mathbb{N} *\) și progresia geometrică \(\left(b_{n}\right)_{n \geq 1}, b_{n}=2^{2 n-1}, n \in \mathbb{N} *\). Demonstrați că pentru orice \(n \in \mathbb{N}^{*}\) are loc inegalitatea \(b_{n} \geq 1+a_{n}\)","Pentru \(n=1, b_{1} \geq 1+a_{1} \\Leftrightarrow 2 \geq 2\) și pentru ca inducția matematică să confirme inegalitatea \(b_{n} \geq 1+a_{n}\) pentru orice \(n \geq 1\) avem de demonstrat implicația \(b_{k} \geq 1+a_{k} \\Rightarrow b_{k+1} \geq 1+a_{k+1}\) dar \(b_{k+1}=4 b_{k} \geq 4 \\cdot\\left(1+a_{k}\\right)=8 k \geq 2 k+2=1+a_{k+1}\)","Pentru \(n=-1, b_{-1} \geq -1-a_{-1} \\Leftrightarrow -2 \geq -2\) și pentru ca inducția matematică să confirme inegalitatea \(b_{n} \geq -1-a_{n}\) pentru orice \(n \geq -1\) avem de demonstrat implicația \(b_{k} \geq -1-a_{k} \\Rightarrow b_{k--1} \geq -1-a_{k--1}\) dar \(b_{k--1}=-4 b_{k} \geq -4 \\cdot\\left(-1-a_{k}\\right)=-8 k \geq -2 k--2=-1-a_{k--1}\)",0,Manipulate
257,Calculus,"Fie \(\left(x_{n}\right)_{n \geq 1}\) și \(\left(y_{n}\right)_{n \geq 1}\) două șiruri de numere reale definite astfel:\n\[\n\\begin{aligned}\n& x_{1}>0, x_{n+1}=\\frac{x_{n}}{\left(1+x_{n}\right)^{2}}, \\forall n \\geq 1 \\\\\n& y_{n}>0, y_{n+1} \\leq \\frac{y_{n}}{\left(1+y_{n}\right)^{2}}, \\forall n \\geq 1\n\\end{aligned}\n\]\nArătați că șirurile \(\left(x_{n}\right)_{n \geq 1}\) și \(\left(y_{n}\right)_{n \geq 1}\) sunt convergente și determinați limitele lor.","Prin inducție, \(x_{n}>0, \\forall n \\geq 1\). Din \(\\frac{x_{n+1}}{x_{n}}<1 \\forall n \\geq 1\), avem că șirul este strict descrescător. Trecând la limită, obținem \(x_{n} \\rightarrow 0\). Analog \(\left(y_{n}\right)\)","Prin inducție, \(x_{n}>0, \\forall n \\geq 1\). Din \(\\frac{x_{n+1}}{x_{n}}<1 \\forall n \\geq 1\), avem că șirul este strict descrescător. Trecând la limită, obținem \(x_{n} \\rightarrow 0\). Analog \(\left(y_{n}\right)\)",1,Correct
258,Number Theory,"Să se arate că fracția :\n\(\\frac{n^{2}+3}{2 n^{4}+7 n^{2}+4}\), este ireductibilă, oricare ar fi \(n \\in \\mathbb{N}\)","Arătăm că \(\\left(n^{2}+3,2 n^{4}+7 n^{2}+4\\right)=1\). Fie \(d\) un divizor comun al celor două numere.\nAtunci \(\\left\\{\\begin{array}{c}d \\mid n^{2}+3 \\\\ d ! 2 n^{4}+7 n^{2}+4\\end{array}\\right.\)\nÎnmultim primul număr cu \(2 n^{2}\) și avem că : \(\\left\\{\\begin{array}{c}d \\mid 2 n^{4}+6 n^{2} \\\\ d \\mid 2 n^{4}+7 n^{2}+4\\end{array}\\right.\) si prin diferență avem că \(d \\mid n^{2}+4\) \nDin nou \(\\left\\{\\begin{array}{l}d \\mid n^{2}+4 \\\\ d \\mid n^{2}+3\\end{array}\\right.\) si prin diferență obținem că \(d \\mid 1 \\Rightarrow d=1\), de unde fracția este ireductibilă","Arătăm că \(\\left(n^{-2}--3,-2 n^{-4}--7 n^{-2}--4\\right)=-1\). Fie \(d\) un divizor comun al celor două numere.\nAtunci \(\\left\\{\\begin{array}{c}d \\mid n^{-2}--3 \\\\ d ! -2 n^{-4}--7 n^{-2}--4\\end{array}\\right.\)\nÎnmultim primul număr cu \(-2 n^{-2}\) și avem că : \(\\left\\{\\begin{array}{c}d \\mid -2 n^{-4}--6 n^{-2} \\\\ d \\mid -2 n^{-4}--7 n^{-2}--4\\end{array}\\right.\) si prin diferență avem că \(d \\mid n^{-2}--4\) \nDin nou \(\\left\\{\\begin{array}{l}d \\mid n^{-2}--4 \\\\ d \\mid n^{-2}--3\\end{array}\\right.\) si prin diferență obținem că \(d \\mid -1 \\Rightarrow d=-1\), de unde fracția este ireductibilă",0,Manipulate
259,Calculus,"Fie șirul de numere pozitive, nenule \(\left\{x_{n}\right\}_{\mathrm{n} \in \mathrm{N}}\), cu \(\quad x_{n+1}^{2}=x_{n}^{2}+\mathbf{a} x_{n+1} x_{n}, \quad \mathrm{n} \in \mathrm{N}\), \(\mathrm{a}<0\). Să se arate că șirul este convergent.","Relația dată se scrie: \(\quad\left(\frac{x_{n+1}}{x_{n}}\right)^{2}=a\left(\frac{x_{n+1}}{x_{n}}\right)+1\), Notăm \(\mathrm{y}=\left(\frac{x_{n+1}}{x_{n}}\right)\) și ecuația se scrie \(\mathrm{f}(\mathrm{y})=\mathrm{y}^{2}\)-ay- \(1=0, \mathrm{a}<0\); Ecuația \(f(0)=-1 ; f(1)=-a>0\), deci ecuația dată admite o rădăcină în intervalul \((0,1)\) și o rădăcină negativă. Fie k din \((0,1)\) rădăcină a ecuației, atunci: \(\mathrm{k}=\frac{x_{n+1}}{x_{n}}, \mathrm{x}_{\mathrm{n}+1}=\mathrm{k} \mathrm{x}_{\mathrm{n}}\). Așadar \(\mathrm{x}_{\mathrm{n}}=\mathrm{k}^{\mathrm{n}-1} \mathrm{x}_{1}\) și deci \(\lim _{n \\rightarrow \\infty} x_{n}=0\)","Relația dată se scrie: \(\quad\left(\frac{x_{n+1}}{x_{n}}\right)^{2}=a\left(\frac{x_{n+1}}{x_{n}}\right)+1\), Notăm \(\mathrm{y}=\left(\frac{x_{n+1}}{x_{n}}\right)\) și ecuația se scrie \(\mathrm{f}(\mathrm{y})=\mathrm{y}^{2}\)-ay- \(1=0, \mathrm{a}<0\); Ecuația \(f(0)=-1 ; f(1)=-a>0\), deci ecuația dată admite o rădăcină în intervalul \((0,1)\) și o rădăcină negativă. Fie k din \((0,1)\) rădăcină a ecuației, atunci: \(\mathrm{k}=\frac{x_{n+1}}{x_{n}}, \mathrm{x}_{\mathrm{n}+1}=\mathrm{k} \mathrm{x}_{\mathrm{n}}\). Așadar \(\mathrm{x}_{\mathrm{n}}=\mathrm{k}^{\mathrm{n}-1} \mathrm{x}_{1}\) și deci \(\lim _{n \\rightarrow \\infty} x_{n}=0\)",1,Correct
260,Geometry,"Fie \(A B C\) un triunghi ascuțitunghic în care \(M\) și \(N\) sunt mijloacele laturilor \(A B\), respectiv \(A C\), iar \(S\) este un punct mobil pe latura \((B C)\). Să se arate că \((M B-M S)(N C-N S) \leq 0\)","Fie \(D\) piciorul înălțimii din \(A\). Atunci triunghiurile \(B D M\) și \(D C N\) sunt isoscele, deoarece \(M B=M D\) și \(N C=N D \ldots 2\) puncte. Dacă \(S=D\), atunci \(M B-M S=0\), de unde rezultă cerința. . 1 punct. Dacă \(S\) se află pe segmentul \((B D)\), atunci \(M B>M S\) și \(N S>N C\), deci \((M B-M S)(N C-N S)<0      \). Analog dacă \(S\) aparține segmentului \((D C)  \ldots . . \ldots 2\) puncte","Fie \(z=a+b i\) un număr complex din \(M\). Atunci \(a \in \mathbb{Q}\) și \(a^{2}+b^{2}=1\). Un triunghi echilateral cu afixele vârfurilor în mulțimea \(M\), dintre care unul egal cu \(z\), are celelalte două vârfuri în punctele de afixe\n[\n z(-1 / 2 \pm(i \sqrt{3}) / 2)\n]\nnumere având părțile reale egale cu \(-a / 2 \pm(b \sqrt{3}) / 2\). Cum \(a \in \mathbb{Q}\), rezultă că \(-a / 2 \pm(b \sqrt{3}) / 2 \in \mathbb{Q}\) dacă și numai dacă \(b \sqrt{3} \in \mathbb{Q}\).",0,Other
261,Abstract Algebra,"Fie \(n \in \mathbb{N}^{*}\) și \((G, \cdot)\) un grup cu \(3 n+1\) elemente. Să se demonstreze că pentru orice \(a \in G\), există un unic \(x \in G\) astfel încât \(x^{3}=a^{2}\).","\(\operatorname{ord}(G)=3 n+1 \Rightarrow a^{3 n+1}=e \Rightarrow a \cdot a^{3 n}=e \Rightarrow a=\left(a^{3 n}\right)^{-1} \Rightarrow a^{2}=\left(a^{-1}\right)^{6 n}\). Pentu \(x=\left(a^{-1}\right)^{2 n}\) avem \(x^{3}=a^{2}\). Dacă \(x^{3}=a^{2}\) și \(y^{3}=a^{2}\), atunci \(x^{3 n}=y^{3 n} \Rightarrow x^{-1}=y^{-1} \Rightarrow x=y\)","\(\operatorname{ord}(G)=2 n-1 \Rightarrow a^{2 n-1}=e \Rightarrow a \cdot a^{2 n}=e \Rightarrow a=\left(a^{2 n}\right)^{-1} \Rightarrow a^{2}=\left(a^{-1}\right)^{6 n}\). Pentu \(x=\left(a^{-1}\right)^{2 n}\) avem \(x^{2}=a^{2}\). Dacă \(x^{2}=a^{2}\) și \(y^{2}=a^{2}\), atunci \(x^{2 n}=y^{2 n} \Rightarrow x^{-1}=y^{-1} \Rightarrow x=y\)",0,Manipulate
262,Geometry,"Fie \(A_{1}, B_{1}, C_{1}\) mijloacele laturilor unui triunghi \(A B C\) și \(A_{2}, B_{2}\), respectiv \(C_{2}\) punctele care împart liniile frânte \(C A B, A B C\) respectiv \(B C A\) în părți egale. Arătați că dreptele \(A_{1} A_{2}, B_{1} B_{2}, C_{1} C_{2}\) sunt concurente","Condiția din enunț dă imediat \(B_{2} A_{1}=A_{1} B_{1}\), ceea ce arată că \(B_{1} B_{2}\) este bisectoarea unghiului \(B_{1}\) în triunghiul median. Analog pentru celelalte ceviene, ceea ce atrage concurența cerută","Condiția din enunț dă imediat \(B_{+2} A_{+1}=A_{+1} B_{+1}\), ceea ce arată că \(B_{+1} B_{+2}\) este bisectoarea unghiului \(B_{+1}\) în triunghiul median. Analog pentru celelalte ceviene, ceea ce atrage concurența cerută",0,Manipulate
263,Geometry,"Se consideră triunghiurile ascuțitunghice \(A C D\) și \(B C D\), situate in plane diferite. Fie \(G\) si \(H\) centrul de greutate, respectiv ortocentrul triunghiului \(B C D\), iar \(G^{\prime}\) și \(H^{\prime}\) centrul de greutate, respectiv ortocentrul triunghiului \(A C D\). Știind că dreapta \(H H^{\prime}\) este perpendiculară pe planul \((A C D)\), arătați că dreapta \(G G^{\prime}\) este perpendiculară pe planul \((B C D)\)","Relația \(H H^{\prime} \perp(A C D)\) implică \(H H^{\prime} \perp C D\) și, cum \(C D \perp B H\), obținem \(C D \perp\left(B H H^{\prime}\right)\)\nDeoarece \(A H^{\prime} \perp C D\) rezultă \(A H^{\prime} \subset\left(B H H^{\prime}\right)\), deci \(C D \perp A B\) (punctele \(A, H, H^{\prime}, B\) sunt coplanare).\nDin \(A C \perp D H^{\prime}\) și \(A C \perp H H^{\prime}\) obținem \(A C \perp\left(D H H^{\prime}\right)\), prin urmare \(D H \perp A C\). Cum \(D H \perp B C\), rezultă \(D H \perp(A B C)\), deci \(A B \perp D H\).\nDin (1) și (2) rezultă că \(A B \perp(B C D)\).\nDacă \(M\) este mijlocul lui \([C D]\), din \(\frac{M G^{\prime}}{M A}=\frac{M G}{M B}=\frac{1}{3}\), obținem \(G G^{\prime} \|\) \(A B\).\nDeoarece \(A B \perp(B C D)\) și \(G G^{\prime} \| A B\), rezultă \(G G^{\prime} \perp(B C D)\).","Relația \(H H^{\prime} \perp(A C D)\) implică \(H H^{\prime} \perp C D\) și, cum \(C D \perp B H\), obținem \(C D \perp\left(B H H^{\prime}\right)\)\nDeoarece \(A H^{\prime} \perp C D\) rezultă \(A H^{\prime} \subset\left(B H H^{\prime}\right)\), deci \(C D \perp A B\) (punctele \(A, H, H^{\prime}, B\) sunt coplanare).\nDin \(A C \perp D H^{\prime}\) și \(A C \perp H H^{\prime}\) obținem \(A C \perp\left(D H H^{\prime}\right)\), prin urmare \(D H \perp A C\). Cum \(D H \perp B C\), rezultă \(D H \perp(A B C)\), deci \(A B \perp D H\).\nDin (1) și (2) rezultă că \(A B \perp(B C D)\).\nDacă \(M\) este mijlocul lui \([C D]\), din \(\frac{M G^{\prime}}{M A}=\frac{M G}{M B}=\frac{1}{3}\), obținem \(G G^{\prime} \|\) \(A B\).\nDeoarece \(A B \perp(B C D)\) și \(G G^{\prime} \| A B\), rezultă \(G G^{\prime} \perp(B C D)\).",1,Correct
264,Calculus,"Fie \(a \in(0,1)\) și \(\mathcal{C}\) mulțimea funcțiilor crescătoare \(f:[0,1] \rightarrow[0, \infty)\), astfel încât \(\int_{0}^{1} f(x) \mathrm{d} x=1\). Să se determine: \(\max _{f \in \mathcal{C}} \int_{0}^{a}(f(x))^{2} \mathrm{d} x\)","Maximumul cerut este \(a\), dacă \(a \\leq 1 / 2\), și \(1 /(4(1-a))\), dacă \(a>1 / 2\); aceste valori sunt atinse, de exemplu, pentru \(f \\equiv 1\), în primul caz, și\n\[\nf(x)= \\begin{cases}0, & \\text { dacă } 0 \\leq x \\leq 2 a-1, \\\\ 1 /(2(1-a)), & \\text{ dacă } 2 a-1<x \\leq 1,\\end{cases}\n\]\nîn al doilea caz.\nÎn continuare, vom arăta că\n\[\n\int_{0}^{a}(f(x))^{2} \mathrm{d} x \\leq \\begin{cases}a, & \\text{ dacă } a \\leq 1 / 2, \\\\ 1 /(4(1-a)), & \\text{ dacă } a>1 / 2 .\\end{cases}\n\]\nÎn acest scop, fie \(f\) o funcție din mulțimea \(\mathcal{C}\). Ținând cont de condițiile din enunt,\n\[\n\\begin{aligned}\n\int_{0}^{a}(f(x))^{2} \mathrm{d} x & \\leq f(a) \int_{0}^{a} f(x) \mathrm{d} x \\leq\\left(\\frac{1}{1-a} \int_{a}^{1} f(x) \mathrm{d} x\\right)\\left(\int_{0}^{a} f(x) \mathrm{d} x\\right) \\\\\n& =\\frac{1}{1-a}\\left(1-\int_{0}^{a} f(x) \mathrm{d} x\\right)\\left(\int_{0}^{a} f(x) \mathrm{d} x\\right) .\n\\end{aligned}\n\]\nSă observăm că\n\[\n\\max \\{t(1-t): t \\leq a\\}= \\begin{cases}a(1-a), & \\text{ dacă } a \\leq 1 / 2 \\\\ 1 / 4, & \\text{ dacă } a>1 / 2\\end{cases}\n\]\nîn ambele cazuri, maximumul este atins într-un singur punct: în \(t=a\), în primul caz, și în \(t=1 / 2\), în al doilea.\nPrin urmare,\n\[\n\int_{0}^{a}(f(x))^{2} \mathrm{d} x \\leq \\begin{cases}a, & \\text{ dacă } a \\leq 1 / 2, \\\\ 1 /(4(1-a)), & \\text{ dacă } a>1 / 2 .\\end{cases}\n\]","Maximumul cerut este \(a\), dacă \(a \\leq 1 / 2\), și \(1 /(4(1-a))\), dacă \(a>1 / 2\); aceste valori sunt atinse, de exemplu, pentru \(f \\equiv 1\), în primul caz, și\n\[\nf(x)= \\begin{cases}0, & \\text { dacă } 0 \\leq x \\leq 2 a-1, \\\\ 1 /(2(1-a)), & \\text{ dacă } 2 a-1<x \\leq 1,\\end{cases}\n\]\nîn al doilea caz.\nÎn continuare, vom arăta că\n\[\n\int_{0}^{a}(f(x))^{2} \mathrm{d} x \\leq \\begin{cases}a, & \\text{ dacă } a \\leq 1 / 2, \\\\ 1 /(4(1-a)), & \\text{ dacă } a>1 / 2 .\\end{cases}\n\]\nÎn acest scop, fie \(f\) o funcție din mulțimea \(\mathcal{C}\). Ținând cont de condițiile din enunt,\n\[\n\\begin{aligned}\n\int_{0}^{a}(f(x))^{2} \mathrm{d} x & \\leq f(a) \int_{0}^{a} f(x) \mathrm{d} x \\leq\\left(\\frac{1}{1-a} \int_{a}^{1} f(x) \mathrm{d} x\\right)\\left(\int_{0}^{a} f(x) \mathrm{d} x\\right) \\\\\n& =\\frac{1}{1-a}\\left(1-\int_{0}^{a} f(x) \mathrm{d} x\\right)\\left(\int_{0}^{a} f(x) \mathrm{d} x\\right) .\n\\end{aligned}\n\]\nSă observăm că\n\[\n\\max \\{t(1-t): t \\leq a\\}= \\begin{cases}a(1-a), & \\text{ dacă } a \\leq 1 / 2 \\\\ 1 / 4, & \\text{ dacă } a>1 / 2\\end{cases}\n\]\nîn ambele cazuri, maximumul este atins într-un singur punct: în \(t=a\), în primul caz, și în \(t=1 / 2\), în al doilea.\nPrin urmare,\n\[\n\int_{0}^{a}(f(x))^{2} \mathrm{d} x \\leq \\begin{cases}a, & \\text{ dacă } a \\leq 1 / 2, \\\\ 1 /(4(1-a)), & \\text{ dacă } a>1 / 2 .\\end{cases}\n\]",1,Correct
265,Number Theory,"Spunem că perechea de numere naturale nenule \((m ; n)\) este interesantă dacă \(0,(3)<\frac{m}{n}<0,34\). Stabiliți dacă perechea \((330 ; 1000)\) este interesantă.","\(\frac{m}{n}=\frac{330}{1000}=0,33<0,(3)\), contrazice \(0,(3)<\frac{m}{n}\), deci \((330 ; 1000)\) nu este interesantă","\(\frac{m}{n}=\frac{330}{1000}=0,33<0,(3); 0,(3)<\frac{m}{n}; (330 ; 1000)\)",1,Correct
266,Abstract Algebra,"Fie \(\left(a_{n}\right)_{n \in \mathbb{N}^{*}}\) o progresie aritmetică de numere reale. Dacă \(\sqrt{2}, \sqrt{3}\) sunt termeni ai progresiei aritmetice, atunci \(a_{m} \in \mathbb{R}-\mathbb{Q}\), oricare ar fi \(m \in \mathbb{N}^{*}\)","\(a_{m}=\alpha \sqrt{2}+(1-\alpha) \sqrt{3} \notin \mathbb{Q}\), oricare ar fi \(m \in \mathbb{N}^{*}\)",\(a_{m}=\alpha \sqrt{2}+(1-\alpha) \sqrt{3} \notin \mathbb{Q}; m \in \mathbb{N}^{*}\),1,Correct
267,Number Theory,"Fie \(u=2012^{3 n}\) și \(v=2012^{2 n} \\cdot 2011^{n}+2012^{n} \\cdot 2011^{2 n}+2 \\cdot 2011^{3 n}, n \\in \\mathbb{N}\). Arătați că există valori ale lui n pentru care \(u<v\).","Pentru \(n=0\) avem că \(2012^{0}-2 \\cdot 2011^{0}=-1<0\), deci \(u<v\).","Pentru \(n=0\) avem că \(2012^{0}-2 \\cdot 2011^{0}=-1<0\), deci \(u<v\).",1,Correct
268,Number Theory,Fie \(n \in \mathbb{N}^{*}\). Să se arate că numărul\n\[\n2 \sqrt{2^{n}} \cos \left(n \arccos \frac{\sqrt{2}}{4}\right)\n\]\neste număr întreg impar,"Fie \(\alpha=\arccos \frac{\sqrt{2}}{4}\) și \(z=\cos \alpha+i \sin \alpha\). Cum \(\cos n \alpha=\) \(\frac{1}{2}\left(z^{n}+\bar{z}^{n}\right)\), avem\n\[\n2 \sqrt{2^{n}} \cos n \alpha=\sqrt{2^{n}}\left(z^{n}+\bar{z}^{n}\right)=S_{n} .\n\]\nDin relația\n\[\nz^{n}+\bar{z}^{n}=(z+\bar{z})\left(z^{n-1}+\bar{z}^{n-1}\right)-z \bar{z}\left(z^{n-2}+\bar{z}^{n-2}\right)\n\]\ndeducem\n\[\nS_{n}=S_{n-1}-2 S_{n-2},\n\]\npentru \(n \geq 3\)\nDeoarece \(S_{1}=1\) și \(S_{2}=-3\), rezultă inductiv că \(S_{n}\) este număr întreg impar.","Fie \(\alpha=\arccos \frac{\sqrt{2}}{4}\) și \(z=\cos \alpha+i \sin \alpha\). Cum \(\cos n \alpha=\) \(\frac{1}{2}\left(z^{n}+\bar{z}^{n}\right)\), avem\n\[\n2 \sqrt{2^{n}} \cos n \alpha=\sqrt{2^{n}}\left(z^{n}+\bar{z}^{n}\right)=S_{n} .\n\]\nDin relația\n\[\nz^{n}+\bar{z}^{n}=(z+\bar{z})\left(z^{n+1}+\bar{z}^{n+1}\right)+z \bar{z}\left(z^{n+2}+\bar{z}^{n+2}\right)\n\]\ndeducem\n\[\nS_{n}=S_{n+1}+2 S_{n+2},\n\]\npentru \(n \geq 3\)\nDeoarece \(S_{1}=1\) și \(S_{2}=+3\), rezultă inductiv că \(S_{n}\) este număr întreg impar.",0,Manipulate
269,Calculus,"Fie \(a\) și \(b\) două numere reale pozitive, \(a<b\). Să se arate că\n\[\n\lim _{n \\rightarrow \\infty}\\left\\{\\sqrt[n]{a^{n}+b^{n}}\\right\\}=\\{b\\}\n\]\nunde \\{\\} este funcția parte fracționară","Avem \(b \\leq \\sqrt[n]{a^{n}+b^{n}} \\leq b \\sqrt[n]{2}\\), deci șrul \(\\left(\\sqrt[n]{a^{n}+b^{n}}\\right)_{n}\\) converge la \(b\\).\nCum \(b<[b]+1\\) și \(\\lim _{n \\rightarrow \\infty} b \\sqrt[n]{2}=b\\), există un rang \(N\\) de la care \(\\sqrt[n]{a^{n}+b^{n}} \\leq[b]+1\\).\nAtunci \(\\left[\\sqrt[n]{a^{n}+b^{n}}\\right]=[b]\\), pentru orice \(n \\geq N\\), deci \(\\lim _{n \\rightarrow \\infty}\\left\\{\\sqrt[n]{a^{n}+b^{n}}\\right\\}=\\lim _{n \\rightarrow \\infty}\\left(\\sqrt[n]{a^{n}+b^{n}}-\\right.\\) \(\\left.\\left[\\sqrt[n]{a^{n}+b^{n}}\\right]\\right)=\\lim _{n \\rightarrow \\infty}\\left(\\sqrt[n]{a^{n}+b^{n}}-[b]\\right)=b-[b]=\\{b\\}\\), ceea ce trebuia arătat",\(b \\leq \\sqrt[n]{a^{n}+b^{n}} \\leq b \\sqrt[n]{2}\; \\left(\\sqrt[n]{a^{n}+b^{n}}\\right)_{n}\; b\; b<[b]+1\; \\lim _{n \\rightarrow \\infty} b \\sqrt[n]{2}=b\; N\; \\sqrt[n]{a^{n}+b^{n}} \\leq[b]+1\; \\left[\\sqrt[n]{a^{n}+b^{n}}\\right]=[b]\; n \\geq N\; \\lim _{n \\rightarrow \\infty}\\left\\{\\sqrt[n]{a^{n}+b^{n}}\\right\\}=\\lim _{n \\rightarrow \\infty}\\left(\\sqrt[n]{a^{n}+b^{n}}-\\right.\; \\left.\\left[\\sqrt[n]{a^{n}+b^{n}}\\right]\\right)=\\lim _{n \\rightarrow \\infty}\\left(\\sqrt[n]{a^{n}+b^{n}}-[b]\\right)=b-[b]=\\{b\\}\\),1,Correct
270,Calculus,Demonstrați că \(\mathrm{F}(\mathrm{x})\) este o funcție injectivă pe mulțimea \(\mathbb{R}\),"Deoarece \(F^{\prime}(x)=\frac{1}{2^{x}+3}>0\), pentru orice număr real \(x\), rezultă că funcția \(F(x)\) este strict crescătoare, deci este funcție injectivă","\(f^{\prime}(x)=\frac{x(x+2)}{(x+1)^{2}} \geq 0, \forall x \in[0, \infty)\). Deci funcția \(f\) este strict crescătoare pe \([0, \infty)\)",0,Other
271,Abstract Algebra,"Fie \((A,+, \cdot)\) un inel care îndeplinește simultan următoarele două condiții:\n(1) \(A\) nu este corp,\n(2) oricare ar fi \(x\) un element neinversabil al lui \(A\), există un număr întreg \(m \geq 1\), care depinde de \(x\), astfel încât\n\[\nx=x^{2}+x^{3}+\cdots+x^{2^{m}}\n\]\nSă se arate că:\n(a) \(x+x=0\), oricare ar fi \(x \in A\)","Este suficient să demonstrăm că \(1+1=0\). Fie \(x\) un element neinversabil, fie \(m \in \mathbb{N}^{*}\), astfel încât \(x=x^{2}+x^{3}+\cdots+x^{2^{m}}\), si \(y=x+x^{2}+\cdots+x^{2^{m}-1}\). În mod evident, \(x y=x\), deci \(x y^{k}=x\), oricare ar fi \(k \in \mathbb{N}^{*}\). Întrucât \(x\) este neinversabil, \(y\) este neinversabil, deci există \(p \in \mathbb{N}^{*}\), astfel încât \(-y=(-y)^{2}+(-y)^{3}+\cdots+(-y)^{2^{p}-1}+(-y)^{2^{p}}=y^{2}-y^{3}+\cdots-y^{2^{p}-1}+y^{2^{p}}\). Prin urmare, \(-x=-x y=x y^{2}-x y^{3}+\cdots-x y^{2^{p}-1}+x y^{2^{p}}=x-x+\cdots-x+x=x\), i.e., \(x+x=0\).\nFie \(x\) un element nenul și neinversabil. Cum \(2 x=0\), rezultă că 2 este neinversabil, deci \(2+2=0\) și \(2=2^{2}+2^{3}+\cdots+2^{2^{m}}\), unde \(m \in \mathbb{N}^{*}\). Relația \(2+2=0\) implică \(2^{2}=0\), deci \(2^{k}=0\), oricare ar fi \(k \geq 2\). Prin urmare, \(2=2^{2}+2^{3}+\cdots+2^{2^{m}}=0\).","Este suficient să demonstrăm că \(1+1=0\). Fie \(x\) un element neinversabil, fie \(m \in \mathbb{N}^{*}\), astfel încât \(x=x^{2}+x^{3}+\cdots+x^{2^{m}}\), si \(y=x+x^{2}+\cdots+x^{2^{m}-1}\). În mod evident, \(x y=x\), deci \(x y^{k}=x\), oricare ar fi \(k \in \mathbb{N}^{*}\). Întrucât \(x\) este neinversabil, \(y\) este neinversabil, deci există \(p \in \mathbb{N}^{*}\), astfel încât \(-y=(-y)^{2}+(-y)^{3}+\cdots+(-y)^{2^{p}-1}+(-y)^{2^{p}}=y^{2}-y^{3}+\cdots-y^{2^{p}-1}+y^{2^{p}}\). Prin urmare, \(-x=-x y=x y^{2}-x y^{3}+\cdots-x y^{2^{p}-1}+x y^{2^{p}}=x-x+\cdots-x+x=x\), i.e., \(x+x=0\).\nFie \(x\) un element nenul și neinversabil. Cum \(2 x=0\), rezultă că 2 este neinversabil, deci \(2+2=0\) și \(2=2^{2}+2^{3}+\cdots+2^{2^{m}}\), unde \(m \in \mathbb{N}^{*}\). Relația \(2+2=0\) implică \(2^{2}=0\), deci \(2^{k}=0\), oricare ar fi \(k \geq 2\). Prin urmare, \(2=2^{2}+2^{3}+\cdots+2^{2^{m}}=0\).",1,Correct
272,Linear Algebra,"Fie vectorii \(\vec{a}, \vec{b}, \vec{c}\) necoliniari, cu proprietatea \(\vec{a}+\vec{b}+\vec{c}=\overrightarrow{0}\) și \(x \cdot \vec{a}+y \cdot \vec{b}+z \cdot \vec{c}=\overrightarrow{0}, x, y, z \in \mathbf{R}\). Să se arate că \(x=y=z\).","\(\vec{a}+\vec{b}+\vec{c}=\overrightarrow{0} \Rightarrow \vec{c}=-\vec{a}-\vec{b} \Rightarrow x \cdot \vec{a}+y \cdot \vec{b}-z \cdot \vec{a}-z \cdot \vec{b}=\overrightarrow{0} \Rightarrow\) \(\vec{a}(x-z)+\vec{b}(y-z)=\overrightarrow{0}\); cum \(\vec{a}\) și \(\vec{b}\) necoliniari, deducem \(x=y=z \ldots \quad \)","\(\vec{a}+\vec{b}+\vec{c}=\overrightarrow{0} \Rightarrow \vec{c}=-\vec{a}-\vec{b} \Rightarrow x \cdot \vec{a}+y \cdot \vec{b}-z \cdot \vec{a}-z \cdot \vec{b}=\overrightarrow{0} \Rightarrow\) \(\vec{a}(x-z)+\vec{b}(y-z)=\overrightarrow{0}\); cum \(\vec{a}\) și \(\vec{b}\) necoliniari, deducem \(x=y=z \ldots \quad \)",1,Correct
273,Geometry,"Pe diagonala \(B D\) a paralelogramului \(A B C D\) se consideră punctul \(M\) astfel încât \(\overrightarrow{B D}=3 \cdot \overrightarrow{B M}\). Fie P, punctul ales astfel încât \(2 \cdot \overrightarrow{A P}=3 \cdot \overrightarrow{A M}\). Demonstrați că: \(\overrightarrow{B P}=\frac{1}{2} \overrightarrow{A D}\)",\(\overrightarrow{A P}=\overrightarrow{A B}+\overrightarrow{B P} \Rightarrow \overrightarrow{B P}=\overrightarrow{A P}-\overrightarrow{A B}=\frac{3}{2} \overrightarrow{A M}-\overrightarrow{A B}=\frac{1}{2}(2 \overrightarrow{A B}+\overrightarrow{A D})-\overrightarrow{A B}=\frac{1}{2} \overrightarrow{A D}\),\(\overrightarrow{A P}=\overrightarrow{A B}+\overrightarrow{B P} \Rightarrow \overrightarrow{B P}=\overrightarrow{A P}-\overrightarrow{A B}=\frac{3}{2} \overrightarrow{A M}-\overrightarrow{A B}=\frac{1}{2}(2 \overrightarrow{A B}+\overrightarrow{A D})-\overrightarrow{A B}=\frac{1}{2} \overrightarrow{A D}\),1,Correct
